"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2017/01/21","10:12","2.445","-","2.961"
"2017/01/21","10:18","2.431","-","2.95"
"2017/01/21","10:24","2.417","-","2.939"
"2017/01/21","10:30","2.402","-","2.927"
"2017/01/21","10:36","2.387","-","2.914"
"2017/01/21","10:42","2.371","-","2.898"
"2017/01/21","10:48","2.354","-","2.886"
"2017/01/21","10:54","2.337","-","2.872"
"2017/01/21","11:00","2.32","-","2.858"
"2017/01/21","11:06","2.302","-","2.843"
"2017/01/21","11:12","2.284","-","2.826"
"2017/01/21","11:18","2.266","-","2.809"
"2017/01/21","11:24","2.248","-","2.788"
"2017/01/21","11:30","2.23","-","2.768"
"2017/01/21","11:36","2.212","-","2.748"
"2017/01/21","11:42","2.195","-","2.727"
"2017/01/21","11:48","2.178","-","2.71"
"2017/01/21","11:54","2.161","-","2.692"
"2017/01/21","12:00","2.145","-","2.673"
"2017/01/21","12:06","2.13","-","2.656"
"2017/01/21","12:12","2.115","-","2.639"
"2017/01/21","12:18","2.102","-","2.619"
"2017/01/21","12:24","2.089","-","2.603"
"2017/01/21","12:30","2.077","-","2.588"
"2017/01/21","12:36","2.067","-","2.574"
"2017/01/21","12:42","2.057","-","2.562"
"2017/01/21","12:48","2.049","-","2.553"
"2017/01/21","12:54","2.042","-","2.541"
"2017/01/21","13:00","2.036","-","2.535"
"2017/01/21","13:06","2.031","-","2.527"
"2017/01/21","13:12","2.028","-","2.522"
"2017/01/21","13:18","2.027","-","2.518"
"2017/01/21","13:24","2.026","-","2.517"
"2017/01/21","13:30","2.027","-","2.517"
"2017/01/21","13:36","2.029","-","2.518"
"2017/01/21","13:42","2.033","-","2.521"
"2017/01/21","13:48","2.038","-","2.522"
"2017/01/21","13:54","2.044","-","2.525"
"2017/01/21","14:00","2.052","-","2.536"
"2017/01/21","14:06","2.061","-","2.546"
"2017/01/21","14:12","2.071","-","2.557"
"2017/01/21","14:18","2.083","-","2.567"
"2017/01/21","14:24","2.095","-","2.576"
"2017/01/21","14:30","2.109","-","2.591"
"2017/01/21","14:36","2.124","-","2.605"
"2017/01/21","14:42","2.141","-","2.621"
"2017/01/21","14:48","2.158","-","2.641"
"2017/01/21","14:54","2.177","-","2.662"
"2017/01/21","15:00","2.196","-","2.68"
"2017/01/21","15:06","2.217","-","2.705"
"2017/01/21","15:12","2.239","-","2.726"
"2017/01/21","15:18","2.262","-","2.75"
"2017/01/21","15:24","2.285","-","2.776"
"2017/01/21","15:30","2.31","-","2.807"
"2017/01/21","15:36","2.336","-","2.832"
"2017/01/21","15:42","2.363","-","2.859"
"2017/01/21","15:48","2.39","-","2.888"
"2017/01/21","15:54","2.419","-","2.918"
"2017/01/21","16:00","2.448","-","2.944"
"2017/01/21","16:06","2.478","-","2.975"
"2017/01/21","16:12","2.509","-","3.006"
"2017/01/21","16:18","2.54","-","3.036"
"2017/01/21","16:24","2.573","-","3.068"
"2017/01/21","16:30","2.605","-","3.093"
"2017/01/21","16:36","2.638","-","3.126"
"2017/01/21","16:42","2.672","-","3.156"
"2017/01/21","16:48","2.706","-","3.186"
"2017/01/21","16:54","2.74","-","3.215"
"2017/01/21","17:00","2.774","-","3.243"
"2017/01/21","17:06","2.808","-","3.27"
"2017/01/21","17:12","2.842","-","3.3"
"2017/01/21","17:18","2.876","-","3.327"
"2017/01/21","17:24","2.91","-","3.358"
"2017/01/21","17:30","2.943","-","3.389"
"2017/01/21","17:36","2.975","-","3.413"
"2017/01/21","17:42","3.007","-","3.439"
"2017/01/21","17:48","3.038","-","3.466"
"2017/01/21","17:54","3.068","-","3.492"
"2017/01/21","18:00","3.096","-","3.514"
"2017/01/21","18:06","3.124","-","3.539"
"2017/01/21","18:12","3.15","-","3.564"
"2017/01/21","18:18","3.174","-","3.584"
"2017/01/21","18:24","3.197","-","3.603"
"2017/01/21","18:30","3.219","-","3.62"
"2017/01/21","18:36","3.238","-","3.636"
"2017/01/21","18:42","3.256","-","3.649"
"2017/01/21","18:48","3.271","-","3.665"
"2017/01/21","18:54","3.285","-","3.677"
"2017/01/21","19:00","3.296","-","3.688"
"2017/01/21","19:06","3.306","-","3.697"
"2017/01/21","19:12","3.313","-","3.704"
"2017/01/21","19:18","3.318","-","3.703"
"2017/01/21","19:24","3.32","-","3.712"
"2017/01/21","19:30","3.32","-","3.713"
"2017/01/21","19:36","3.318","-","3.712"
"2017/01/21","19:42","3.314","-","3.706"
"2017/01/21","19:48","3.308","-","3.701"
"2017/01/21","19:54","3.299","-","3.692"
"2017/01/21","20:00","3.288","-","3.683"
"2017/01/21","20:06","3.275","-","3.664"
"2017/01/21","20:12","3.259","-","3.651"
"2017/01/21","20:18","3.242","-","3.634"
"2017/01/21","20:24","3.222","-","3.616"
"2017/01/21","20:30","3.2","-","3.595"
"2017/01/21","20:36","3.176","-","3.569"
"2017/01/21","20:42","3.151","-","3.542"
"2017/01/21","20:48","3.123","-","3.516"
"2017/01/21","20:54","3.093","-","3.489"
"2017/01/21","21:00","3.062","-","3.451"
"2017/01/21","21:06","3.028","-","3.421"
"2017/01/21","21:12","2.993","-","3.391"
"2017/01/21","21:18","2.956","-","3.352"
"2017/01/21","21:24","2.917","-","3.312"
"2017/01/21","21:30","2.877","-","3.275"
"2017/01/21","21:36","2.835","-","3.236"
"2017/01/21","21:42","2.791","-","3.193"
"2017/01/21","21:48","2.746","-","3.144"
"2017/01/21","21:54","2.699","-","3.099"
"2017/01/21","22:00","2.651","-","3.05"
"2017/01/21","22:06","2.602","-","3.001"
"2017/01/21","22:12","2.551","-","2.949"
"2017/01/21","22:18","2.498","-","2.898"
"2017/01/21","22:24","2.445","-","2.841"
"2017/01/21","22:30","2.39","-","2.786"
"2017/01/21","22:36","2.335","-","2.732"
"2017/01/21","22:42","2.278","-","2.672"
"2017/01/21","22:48","2.221","-","2.61"
"2017/01/21","22:54","2.162","-","2.552"
"2017/01/21","23:00","2.103","-","2.489"
"2017/01/21","23:06","2.044","-","2.436"
"2017/01/21","23:12","1.983","-","2.371"
"2017/01/21","23:18","1.923","-","2.307"
"2017/01/21","23:24","1.862","-","2.247"
"2017/01/21","23:30","1.802","-","2.182"
"2017/01/21","23:36","1.741","-","2.117"
"2017/01/21","23:42","1.681","-","2.053"
"2017/01/21","23:48","1.62","-","1.994"
"2017/01/21","23:54","1.561","-","1.931"
"2017/01/22","00:00","1.502","-","1.869"
"2017/01/22","00:06","1.444","-","1.809"
"2017/01/22","00:12","1.387","-","1.747"
"2017/01/22","00:18","1.331","-","1.689"
"2017/01/22","00:24","1.276","-","1.634"
"2017/01/22","00:30","1.223","-","1.575"
"2017/01/22","00:36","1.171","-","1.523"
"2017/01/22","00:42","1.121","-","1.473"
"2017/01/22","00:48","1.072","-","1.425"
"2017/01/22","00:54","1.026","-","1.377"
"2017/01/22","01:00","0.981","-","1.332"
"2017/01/22","01:06","0.939","-","1.29"
"2017/01/22","01:12","0.899","-","1.254"
"2017/01/22","01:18","0.86","-","1.21"
"2017/01/22","01:24","0.825","-","1.177"
"2017/01/22","01:30","0.791","-","1.142"
"2017/01/22","01:36","0.761","-","1.116"
"2017/01/22","01:42","0.732","-","1.084"
"2017/01/22","01:48","0.706","-","1.056"
"2017/01/22","01:54","0.683","-","1.033"
"2017/01/22","02:00","0.662","-","1.008"
"2017/01/22","02:06","0.644","-","0.986"
"2017/01/22","02:12","0.628","-","0.968"
"2017/01/22","02:18","0.614","-","0.955"
"2017/01/22","02:24","0.604","-","0.944"
"2017/01/22","02:30","0.595","-","0.936"
"2017/01/22","02:36","0.589","-","0.928"
"2017/01/22","02:42","0.586","-","0.923"
"2017/01/22","02:48","0.585","-","0.924"
"2017/01/22","02:54","0.586","-","0.922"
"2017/01/22","03:00","0.59","-","0.926"
"2017/01/22","03:06","0.596","-","0.933"
"2017/01/22","03:12","0.604","-","0.943"
"2017/01/22","03:18","0.615","-","0.954"
"2017/01/22","03:24","0.628","-","0.97"
"2017/01/22","03:30","0.643","-","0.985"
"2017/01/22","03:36","0.66","-","1.001"
"2017/01/22","03:42","0.679","-","1.022"
"2017/01/22","03:48","0.701","-","1.041"
"2017/01/22","03:54","0.724","-","1.068"
"2017/01/22","04:00","0.749","-","1.088"
"2017/01/22","04:06","0.776","-","1.117"
"2017/01/22","04:12","0.806","-","1.148"
"2017/01/22","04:18","0.837","-","1.174"
"2017/01/22","04:24","0.869","-","1.202"
"2017/01/22","04:30","0.904","-","1.232"
"2017/01/22","04:36","0.94","-","1.264"
"2017/01/22","04:42","0.977","-","1.297"
"2017/01/22","04:48","1.017","-","1.334"
"2017/01/22","04:54","1.057","-","1.367"
"2017/01/22","05:00","1.099","-","1.409"
"2017/01/22","05:06","1.142","-","1.449"
"2017/01/22","05:12","1.187","-","1.495"
"2017/01/22","05:18","1.232","-","1.54"
"2017/01/22","05:24","1.278","-","1.584"
"2017/01/22","05:30","1.325","-","1.632"
"2017/01/22","05:36","1.373","-","1.678"
"2017/01/22","05:42","1.421","-","1.723"
"2017/01/22","05:48","1.47","-","1.771"
"2017/01/22","05:54","1.519","-","1.817"
"2017/01/22","06:00","1.569","-","1.866"
"2017/01/22","06:06","1.618","-","1.919"
"2017/01/22","06:12","1.667","-","1.967"
"2017/01/22","06:18","1.716","-","2.014"
"2017/01/22","06:24","1.765","-","2.067"
"2017/01/22","06:30","1.813","-","2.117"
"2017/01/22","06:36","1.861","-","2.168"
"2017/01/22","06:42","1.908","-","2.214"
"2017/01/22","06:48","1.954","-","2.259"
"2017/01/22","06:54","1.999","-","2.306"
"2017/01/22","07:00","2.043","-","2.353"
"2017/01/22","07:06","2.087","-","2.395"
"2017/01/22","07:12","2.129","-","2.445"
"2017/01/22","07:18","2.17","-","2.492"
"2017/01/22","07:24","2.209","-","2.529"
"2017/01/22","07:30","2.247","-","2.57"
"2017/01/22","07:36","2.284","-","2.612"
"2017/01/22","07:42","2.32","-","2.646"
"2017/01/22","07:48","2.354","-","2.681"
"2017/01/22","07:54","2.387","-","2.717"
"2017/01/22","08:00","2.418","-","2.751"
"2017/01/22","08:06","2.448","-","2.783"
"2017/01/22","08:12","2.476","-","2.817"
"2017/01/22","08:18","2.503","-","2.847"
"2017/01/22","08:24","2.529","-","2.879"
"2017/01/22","08:30","2.553","-","2.91"
"2017/01/22","08:36","2.576","-","2.932"
"2017/01/22","08:42","2.598","-","2.957"
"2017/01/22","08:48","2.618","-","2.979"
"2017/01/22","08:54","2.637","-","2.997"
"2017/01/22","09:00","2.654","-","3.01"
"2017/01/22","09:06","2.671","-","3.028"
"2017/01/22","09:12","2.686","-","3.042"
"2017/01/22","09:18","2.7","-","3.049"
"2017/01/22","09:24","2.713","-","3.067"
"2017/01/22","09:30","2.724","-","3.074"
"2017/01/22","09:36","2.734","-","3.081"
"2017/01/22","09:42","2.743","-","3.085"
"2017/01/22","09:48","2.751","-","3.092"
"2017/01/22","09:54","2.758","-","3.096"
"2017/01/22","10:00","2.763","-","3.095"
"2017/01/22","10:06","2.768","-","3.103"
"2017/01/22","10:12","2.771","-","3.103"
"2017/01/22","10:18","2.773","-","3.105"
"2017/01/22","10:24","2.773","-","3.099"
"2017/01/22","10:30","2.773","-","3.103"
"2017/01/22","10:36","2.771","-","3.096"
"2017/01/22","10:42","2.768","-","3.101"
"2017/01/22","10:48","2.763","-","3.094"
"2017/01/22","10:54","2.758","-","3.09"
"2017/01/22","11:00","2.751","-","3.075"
"2017/01/22","11:06","2.743","-","3.071"
"2017/01/22","11:12","2.734","-","3.068"
"2017/01/22","11:18","2.724","-","3.066"
"2017/01/22","11:24","2.713","-","3.064"
"2017/01/22","11:30","2.701","-","3.054"
"2017/01/22","11:36","2.688","-","3.058"
"2017/01/22","11:42","2.673","-","3.047"
"2017/01/22","11:48","2.659","-","3.027"
"2017/01/22","11:54","2.643","-","3.013"
"2017/01/22","12:00","2.626","-","3.011"
"2017/01/22","12:06","2.609","-","2.994"
"2017/01/22","12:12","2.592","-","2.98"
"2017/01/22","12:18","2.574","-","2.962"
"2017/01/22","12:24","2.556","-","2.952"
"2017/01/22","12:30","2.537","-","2.944"
"2017/01/22","12:36","2.519","-","2.918"
"2017/01/22","12:42","2.5","-","2.917"
"2017/01/22","12:48","2.482","-","2.891"
"2017/01/22","12:54","2.464","-","2.875"
"2017/01/22","13:00","2.446","-","2.857"
"2017/01/22","13:06","2.428","-","2.84"
"2017/01/22","13:12","2.411","-","2.82"
"2017/01/22","13:18","2.394","-","2.803"
"2017/01/22","13:24","2.379","-","2.792"
"2017/01/22","13:30","2.363","-","2.777"
"2017/01/22","13:36","2.349","-","2.76"
"2017/01/22","13:42","2.336","-","2.74"
"2017/01/22","13:48","2.323","-","2.726"
"2017/01/22","13:54","2.311","-","2.718"
"2017/01/22","14:00","2.301","-","2.707"
"2017/01/22","14:06","2.291","-","2.695"
"2017/01/22","14:12","2.283","-","2.696"
"2017/01/22","14:18","2.275","-","2.686"
"2017/01/22","14:24","2.269","-","2.679"
"2017/01/22","14:30","2.264","-","2.675"
"2017/01/22","14:36","2.26","-","2.677"
"2017/01/22","14:42","2.258","-","2.671"
"2017/01/22","14:48","2.256","-","2.67"
"2017/01/22","14:54","2.256","-","2.679"
"2017/01/22","15:00","2.257","-","2.676"
"2017/01/22","15:06","2.259","-","2.677"
"2017/01/22","15:12","2.262","-","2.677"
"2017/01/22","15:18","2.266","-","2.677"
"2017/01/22","15:24","2.272","-","2.681"
"2017/01/22","15:30","2.279","-","2.688"
"2017/01/22","15:36","2.287","-","2.708"
"2017/01/22","15:42","2.296","-","2.712"
"2017/01/22","15:48","2.306","-","2.722"
"2017/01/22","15:54","2.318","-","2.73"
"2017/01/22","16:00","2.33","-","2.759"
"2017/01/22","16:06","2.344","-","2.755"
"2017/01/22","16:12","2.359","-","2.771"
"2017/01/22","16:18","2.375","-","2.795"
"2017/01/22","16:24","2.393","-","2.819"
"2017/01/22","16:30","2.411","-","2.83"
"2017/01/22","16:36","2.43","-","2.863"
"2017/01/22","16:42","2.451","-","2.885"
"2017/01/22","16:48","2.473","-","2.899"
"2017/01/22","16:54","2.495","-","2.923"
"2017/01/22","17:00","2.519","-","2.949"
